statecode,countycode,countyname
"34","161","County 34-161"
"34","163","County 34-163"
"34","165","County 34-165"
"34","167","County 34-167"
"34","169","County 34-169"
"34","171","County 34-171"
"34","173","County 34-173"
"34","175","County 34-175"
"34","534","County 34-534"
"35","0","Unassigned"
"35","1","County 35-1"
"35","3","County 35-3"
"35","5","County 35-5"
"35","7","County 35-7"
"35","9","County 35-9"
"35","11","County 35-11"
"35","13","County 35-13"
"35","15","County 35-15"
"35","17","County 35-17"
"35","19","County 35-19"
"35","21","County 35-21"
"35","23","County 35-23"
"35","25","County 35-25"
"35","27","County 35-27"
"35","29","County 35-29"
"35","31","County 35-31"
"35","33","County 35-33"
"35","35","County 35-35"
"35","37","County 35-37"
"35","39","County 35-39"
"35","41","County 35-41"
"35","43","County 35-43"
"35","45","County 35-45"
"35","47","County 35-47"
"35","49","County 35-49"
"35","51","County 35-51"
"35","53","County 35-53"
"35","55","County 35-55"
"35","57","County 35-57"
"35","59","County 35-59"
"35","61","County 35-61"
"35","63","County 35-63"
"35","65","County 35-65"
"35","67","County 35-67"
"35","69","County 35-69"
"35","71","County 35-71"
"35","73","County 35-73"
"35","75","County 35-75"
"35","77","County 35-77"
"35","79","County 35-79"
"35","81","County 35-81"
"35","83","County 35-83"
"35","85","County 35-85"
"35","87","County 35-87"
"35","89","County 35-89"
"35","91","County 35-91"
"35","93","County 35-93"
"35","95","County 35-95"
"35","97","County 35-97"
"35","99","County 35-99"
"35","101","County 35-101"
"35","103","County 35-103"
"35","105","County 35-105"
"35","107","County 35-107"
"35","109","County 35-109"
"35","111","County 35-111"
"35","113","County 35-113"
"35","115","County 35-115"
"35","117","County 35-117"
"35","119","County 35-119"
"35","121","County 35-121"
"35","123","County 35-123"
"35","125","County 35-125"
"35","127","County 35-127"
"35","129","County 35-129"
"35","131","County 35-131"
"35","133","County 35-133"
"35","135","County 35-135"
"35","137","County 35-137"
"35","139","County 35-139"
"35","141","County 35-141"
"35","143","County 35-143"
"35","145","County 35-145"
"35","147","County 35-147"
"35","149","County 35-149"
"35","151","County 35-151"
"35","153","County 35-153"
"36","0","Unassigned"
"36","1","County 36-1"
"36","3","County 36-3"
"36","5","County 36-5"
"36","7","County 36-7"
"36","9","County 36-9"
"36","11","County 36-11"
"36","13","County 36-13"
"36","15","County 36-15"
"36","17","County 36-17"
"36","19","County 36-19"
"36","21","County 36-21"
"36","23","County 36-23"
"36","25","County 36-25"
"36","27","County 36-27"
"36","29","County 36-29"
"36","31","County 36-31"
"36","33","County 36-33"
"36","35","County 36-35"
"36","37","County 36-37"
"36","39","County 36-39"
"36","41","County 36-41"
"36","43","County 36-43"
"36","45","County 36-45"
"36","47","County 36-47"
"36","49","County 36-49"
"36","51","County 36-51"
"36","53","County 36-53"
"36","55","County 36-55"
"36","57","County 36-57"
"36","59","County 36-59"
"36","61","County 36-61"
"36","63","County 36-63"
"36","65","County 36-65"
"36","67","County 36-67"
"36","69","County 36-69"
"36","71","County 36-71"
"36","207","County 36-207"
"36","211","County 36-211"
"36","215","County 36-215"
"36","219","County 36-219"
"36","239","County 36-239"
"36","241","County 36-241"
"36","257","County 36-257"
"37","0","Unassigned"
"37","1","County 37-1"
"37","3","County 37-3"
"37","5","County 37-5"
"37","7","County 37-7"
"37","9","County 37-9"
"37","11","County 37-11"
"37","13","County 37-13"
"37","15","County 37-15"
"37","17","County 37-17"
"37","19","County 37-19"
"37","21","County 37-21"
"37","23","County 37-23"
"37","25","County 37-25"
"37","27","County 37-27"
"37","29","County 37-29"
"37","31","County 37-31"
"37","33","County 37-33"
"37","35","County 37-35"
"37","37","County 37-37"
"37","39","County 37-39"
"37","41","County 37-41"
"37","43","County 37-43"
"37","45","County 37-45"
"37","47","County 37-47"
"37","49","County 37-49"
"37","51","County 37-51"
"37","53","County 37-53"
"37","55","County 37-55"
"37","57","County 37-57"
"37","59","County 37-59"
"37","61","County 37-61"
"37","63","County 37-63"
"37","65","County 37-65"
"37","67","County 37-67"
"37","69","County 37-69"
"37","71","County 37-71"
"37","73","County 37-73"
"37","75","County 37-75"
"37","77","County 37-77"
"37","79","County 37-79"
"37","81","County 37-81"
"37","83","County 37-83"
"37","85","County 37-85"
"37","87","County 37-87"
"37","89","County 37-89"
"37","91","County 37-91"
"37","93","County 37-93"
"37","95","County 37-95"
"37","97","County 37-97"
"37","99","County 37-99"
"37","101","County 37-101"
"37","103","County 37-103"
"37","105","County 37-105"
"37","107","County 37-107"
"37","109","County 37-109"
"37","111","County 37-111"
"37","113","County 37-113"
"37","115","County 37-115"
"37","117","County 37-117"
"37","119","County 37-119"
"37","121","County 37-121"
"37","123","County 37-123"
"37","125","County 37-125"
"37","127","County 37-127"
"37","129","County 37-129"
"37","131","County 37-131"
"37","133","County 37-133"
"37","537","County 37-537"
"38","0","Unassigned"
"38","1","County 38-1"
"38","3","County 38-3"
"38","5","County 38-5"
"38","7","County 38-7"
"38","9","County 38-9"
"38","205","County 38-205"
"38","209","County 38-209"
"39","0","Unassigned"
"39","1","County 39-1"
"39","3","County 39-3"
"39","5","County 39-5"
"39","7","County 39-7"
"39","9","County 39-9"
"39","11","County 39-11"
"39","13","County 39-13"
"39","15","County 39-15"
"39","17","County 39-17"
"39","19","County 39-19"
"39","21","County 39-21"
"39","23","County 39-23"
"39","25","County 39-25"
"39","27","County 39-27"
"39","29","County 39-29"
"39","31","County 39-31"
"39","33","County 39-33"
"39","35","County 39-35"
"39","37","County 39-37"
"39","39","County 39-39"
"39","41","County 39-41"
"39","43","County 39-43"
"39","45","County 39-45"
"39","47","County 39-47"
"39","49","County 39-49"
"39","51","County 39-51"
"39","53","County 39-53"
"39","55","County 39-55"
"39","57","County 39-57"
"39","59","County 39-59"
"39","61","County 39-61"
"39","63","County 39-63"
"39","65","County 39-65"
"39","67","County 39-67"
"39","69","County 39-69"
"39","71","County 39-71"
"39","73","County 39-73"
"39","75","County 39-75"
"39","77","County 39-77"
"39","79","County 39-79"
"39","81","County 39-81"
"39","83","County 39-83"
"39","85","County 39-85"
"39","87","County 39-87"
"39","89","County 39-89"
"39","91","County 39-91"
"39","104","County 39-104"
"39","213","County 39-213"
"39","219","County 39-219"
"39","229","County 39-229"
"39","243","County 39-243"
"39","251","County 39-251"
"40","0","Unassigned"
"40","3","County 40-3"
"40","5","County 40-5"
"40","7","County 40-7"
"40","9","County 40-9"
"40","11","County 40-11"
"40","13","County 40-13"
"40","15","County 40-15"
"40","17","County 40-17"
"40","19","County 40-19"
"40","21","County 40-21"
"40","23","County 40-23"
"40","25","County 40-25"
"40","27","County 40-27"
"40","29","County 40-29"
"40","31","County 40-31"
"40","33","County 40-33"
"40","35","County 40-35"
"40","37","County 40-37"
"40","39","County 40-39"
"40","41","County 40-41"
"40","43","County 40-43"
"40","45","County 40-45"
"40","47","County 40-47"
"40","49","County 40-49"
"40","51","County 40-51"
"40","53","County 40-53"
"40","55","County 40-55"
"40","57","County 40-57"
"40","59","County 40-59"
"40","61","County 40-61"
"40","63","County 40-63"
"40","65","County 40-65"
"40","67","County 40-67"
"40","69","County 40-69"
"40","71","County 40-71"
"40","73","County 40-73"
"40","75","County 40-75"
"40","77","County 40-77"
"40","79","County 40-79"
"40","81","County 40-81"
"40","83","County 40-83"
"40","85","County 40-85"
"40","87","County 40-87"
"40","89","County 40-89"
"40","91","County 40-91"
"40","93","County 40-93"
"40","95","County 40-95"
"40","97","County 40-97"
"40","99","County 40-99"
"40","101","County 40-101"
"40","103","County 40-103"
"40","105","County 40-105"
"40","107","County 40-107"
"40","109","County 40-109"
"40","111","County 40-111"
"40","113","County 40-113"
"40","115","County 40-115"
"40","117","County 40-117"
"40","119","County 40-119"
"40","121","County 40-121"
"40","123","County 40-123"
"40","125","County 40-125"
"40","127","County 40-127"
"40","129","County 40-129"
"40","131","County 40-131"
"40","135","County 40-135"
"40","137","County 40-137"
"41","0","Unassigned"
"41","1","County 41-1"
"41","3","County 41-3"
"41","5","County 41-5"
"41","7","County 41-7"
"41","9","County 41-9"
"41","11","County 41-11"
"41","13","County 41-13"
"41","15","County 41-15"
"41","17","County 41-17"
"41","19","County 41-19"
"41","21","County 41-21"
"41","23","County 41-23"
"41","25","County 41-25"
"41","27","County 41-27"
"41","29","County 41-29"
"41","31","County 41-31"
"41","33","County 41-33"
"41","35","County 41-35"
"41","37","County 41-37"
"41","39","County 41-39"
"41","41","County 41-41"
"41","43","County 41-43"
"41","45","County 41-45"
"41","47","County 41-47"
"41","49","County 41-49"
"41","51","County 41-51"
"41","53","County 41-53"
"41","55","County 41-55"
"41","57","County 41-57"
"41","59","County 41-59"
"41","61","County 41-61"
"41","63","County 41-63"
"41","65","County 41-65"
"41","67","County 41-67"
"41","69","County 41-69"
"41","71","County 41-71"
"41","73","County 41-73"
"41","75","County 41-75"
"41","77","County 41-77"
"41","79","County 41-79"
"41","81","County 41-81"
"41","83","County 41-83"
"41","85","County 41-85"
"41","87","County 41-87"
"41","89","County 41-89"
"41","91","County 41-91"
"41","93","County 41-93"
"41","95","County 41-95"
"41","97","County 41-97"
"41","99","County 41-99"
"41","101","County 41-101"
"41","103","County 41-103"
"41","105","County 41-105"
"41","107","County 41-107"
"41","109","County 41-109"
"41","111","County 41-111"
"41","113","County 41-113"
"41","115","County 41-115"
"41","117","County 41-117"
"41","119","County 41-119"
"41","121","County 41-121"
"41","123","County 41-123"
"41","125","County 41-125"
"41","127","County 41-127"
"41","129","County 41-129"
"41","131","County 41-131"
"41","133","County 41-133"
"41","135","County 41-135"
"41","137","County 41-137"
"41","139","County 41-139"
"41","141","County 41-141"
"41","143","County 41-143"
"41","145","County 41-145"
"41","147","County 41-147"
"41","149","County 41-149"
"41","151","County 41-151"
"41","153","County 41-153"
"41","155","County 41-155"
"41","157","County 41-157"
"41","159","County 41-159"
"41","161","County 41-161"
"41","163","County 41-163"
"41","165","County 41-165"
"41","167","County 41-167"
"41","169","County 41-169"
"41","171","County 41-171"
"41","173","County 41-173"
"41","175","County 41-175"
"41","177","County 41-177"
"41","179","County 41-179"
"41","181","County 41-181"
"41","183","County 41-183"
"41","185","County 41-185"
"41","187","County 41-187"
"41","189","County 41-189"
"42","0","Unassigned"
"42","1","County 42-1"
"42","3","County 42-3"
"42","5","County 42-5"
"42","7","County 42-7"
"42","9","County 42-9"
"42","11","County 42-11"
"42","13","County 42-13"
"42","15","County 42-15"
"42","17","County 42-17"
"42","19","County 42-19"
"42","21","County 42-21"
"42","23","County 42-23"
"42","25","County 42-25"
"42","27","County 42-27"
"42","29","County 42-29"
"42","31","County 42-31"
"42","33","County 42-33"
"42","35","County 42-35"
"42","37","County 42-37"
"42","39","County 42-39"
"42","41","County 42-41"
"42","43","County 42-43"
"42","45","County 42-45"
"42","47","County 42-47"
"42","49","County 42-49"
"42","51","County 42-51"
"42","53","County 42-53"
"42","55","County 42-55"
"42","57","County 42-57"
"42","59","County 42-59"
"42","61","County 42-61"
"42","63","County 42-63"
"42","65","County 42-65"
"42","67","County 42-67"
"42","69","County 42-69"
"42","71","County 42-71"
"42","73","County 42-73"
"42","75","County 42-75"
"42","77","County 42-77"
"42","79","County 42-79"
"42","81","County 42-81"
"42","83","County 42-83"
"42","85","County 42-85"
"42","87","County 42-87"
"42","89","County 42-89"
"42","91","County 42-91"
"42","93","County 42-93"
"42","95","County 42-95"
"42","97","County 42-97"
"42","99","County 42-99"
"42","101","County 42-101"
"42","103","County 42-103"
"42","105","County 42-105"
"42","107","County 42-107"
"42","109","County 42-109"
"42","111","County 42-111"
"42","113","County 42-113"
"42","115","County 42-115"
"42","117","County 42-117"
"42","119","County 42-119"
"42","121","County 42-121"
"42","123","County 42-123"
"42","125","County 42-125"
"42","127","County 42-127"
"42","129","County 42-129"
"42","131","County 42-131"
"42","133","County 42-133"
"42","135","County 42-135"
"42","137","County 42-137"
"42","139","County 42-139"
"42","141","County 42-141"
"42","143","County 42-143"
"42","145","County 42-145"
"42","147","County 42-147"
"42","149","County 42-149"
"42","151","County 42-151"
"42","153","County 42-153"
"42","155","County 42-155"
"42","157","County 42-157"
"42","159","County 42-159"
"42","161","County 42-161"
"42","163","County 42-163"
"42","165","County 42-165"
"42","167","County 42-167"
"42","169","County 42-169"
"42","171","County 42-171"
"42","173","County 42-173"
"42","175","County 42-175"
"42","177","County 42-177"
"42","179","County 42-179"
"42","181","County 42-181"
"42","183","County 42-183"
"42","185","County 42-185"
"42","187","County 42-187"
"42","189","County 42-189"
"42","191","County 42-191"
"42","193","County 42-193"
"42","195","County 42-195"
"42","197","County 42-197"
"42","199","County 42-199"
"42","201","County 42-201"
"42","203","County 42-203"
"42","205","County 42-205"
"42","207","County 42-207"
"42","209","County 42-209"
"42","211","County 42-211"
"42","213","County 42-213"
"42","215","County 42-215"
"42","217","County 42-217"
"42","219","County 42-219"
"42","221","County 42-221"
"42","223","County 42-223"
"42","225","County 42-225"
"42","227","County 42-227"
"42","229","County 42-229"
"42","231","County 42-231"
"42","233","County 42-233"
"42","235","County 42-235"
"42","237","County 42-237"
"42","239","County 42-239"
"42","241","County 42-241"
"42","243","County 42-243"
"42","245","County 42-245"
"42","247","County 42-247"
"42","249","County 42-249"
"42","251","County 42-251"
"42","253","County 42-253"
"42","255","County 42-255"
"42","257","County 42-257"
"42","259","County 42-259"
"42","261","County 42-261"
"42","263","County 42-263"
"42","265","County 42-265"
"42","267","County 42-267"
"42","269","County 42-269"
"42","271","County 42-271"
"42","273","County 42-273"
"42","275","County 42-275"
"42","277","County 42-277"
"42","279","County 42-279"
"42","281","County 42-281"
"42","283","County 42-283"
"42","285","County 42-285"
"42","287","County 42-287"
"42","289","County 42-289"
"42","291","County 42-291"
"42","293","County 42-293"
"42","295","County 42-295"
"42","297","County 42-297"
"42","299","County 42-299"
"42","301","County 42-301"
"42","303","County 42-303"
"42","305","County 42-305"
"42","307","County 42-307"
"42","309","County 42-309"
"42","311","County 42-311"
"42","313","County 42-313"
"42","315","County 42-315"
"42","317","County 42-317"
"42","319","County 42-319"
"42","321","County 42-321"
"42","323","County 42-323"
"42","325","County 42-325"
"42","327","County 42-327"
"42","329","County 42-329"
"42","331","County 42-331"
"42","333","County 42-333"
"42","335","County 42-335"
"42","337","County 42-337"
"42","339","County 42-339"
"42","341","County 42-341"
"42","343","County 42-343"
"42","345","County 42-345"
"42","347","County 42-347"
"42","349","County 42-349"
"42","351","County 42-351"
"42","353","County 42-353"
"42","355","County 42-355"
"42","357","County 42-357"
"42","359","County 42-359"
"42","361","County 42-361"
"42","363","County 42-363"
"42","365","County 42-365"
"42","367","County 42-367"
"42","369","County 42-369"
"42","371","County 42-371"
"42","373","County 42-373"
"42","375","County 42-375"
"42","377","County 42-377"
"42","379","County 42-379"
"42","381","County 42-381"
"42","383","County 42-383"
"42","385","County 42-385"
"42","387","County 42-387"
"42","389","County 42-389"
"42","391","County 42-391"
"42","393","County 42-393"
"42","395","County 42-395"
"42","397","County 42-397"
"42","399","County 42-399"
"42","401","County 42-401"
"42","403","County 42-403"
"42","405","County 42-405"
"42","407","County 42-407"
"42","409","County 42-409"
"42","411","County 42-411"
"42","413","County 42-413"
"42","415","County 42-415"
"42","417","County 42-417"
"42","419","County 42-419"
"42","421","County 42-421"
"42","423","County 42-423"
"42","425","County 42-425"
"42","427","County 42-427"
"42","429","County 42-429"
"42","431","County 42-431"
"42","433","County 42-433"
"42","435","County 42-435"
"42","437","County 42-437"
"42","439","County 42-439"
"42","441","County 42-441"
"42","443","County 42-443"
"42","445","County 42-445"
"42","447","County 42-447"
"42","449","County 42-449"
"42","451","County 42-451"
"42","453","County 42-453"
"42","455","County 42-455"
"42","457","County 42-457"
"42","459","County 42-459"
"42","461","County 42-461"
"42","463","County 42-463"
"42","465","County 42-465"
"42","467","County 42-467"
"42","469","County 42-469"
"42","471","County 42-471"
"42","473","County 42-473"
"42","475","County 42-475"
"42","477","County 42-477"
"42","479","County 42-479"
"42","481","County 42-481"
"42","483","County 42-483"
"42","485","County 42-485"
"42","487","County 42-487"
"42","489","County 42-489"
"42","491","County 42-491"
"42","493","County 42-493"
"42","495","County 42-495"
"42","497","County 42-497"
"42","499","County 42-499"
"42","501","County 42-501"
"42","503","County 42-503"
"42","505","County 42-505"
"42","507","County 42-507"
"42","600","County 42-600"
"42","601","County 42-601"
"42","602","County 42-602"
"42","603","County 42-603"
"42","604","County 42-604"
"42","605","County 42-605"
"42","606","County 42-606"
"42","700","County 42-700"
"42","701","County 42-701"
"42","702","County 42-702"
"42","703","County 42-703"
"42","704","County 42-704"
"42","705","County 42-705"
"42","706","County 42-706"
"42","707","County 42-707"
"42","708","County 42-708"
"42","709","County 42-709"
"42","710","County 42-710"
"42","711","County 42-711"
"42","712","County 42-712"
"42","713","County 42-713"
"42","714","County 42-714"
"42","715","County 42-715"
"43","0","Unassigned"
"43","1","County 43-1"
"43","3","County 43-3"
"43","5","County 43-5"
"43","7","County 43-7"
"43","9","County 43-9"
"43","11","County 43-11"
"43","13","County 43-13"
"43","15","County 43-15"
"43","17","County 43-17"
"43","19","County 43-19"
"43","21","County 43-21"
"43","23","County 43-23"
"43","25","County 43-25"
"43","27","County 43-27"
"43","29","County 43-29"
"43","31","County 43-31"
"43","33","County 43-33"
"43","35","County 43-35"
"43","37","County 43-37"
"43","39","County 43-39"
"43","41","County 43-41"
"43","43","County 43-43"
"43","45","County 43-45"
"43","47","County 43-47"
"43","49","County 43-49"
"43","51","County 43-51"
"43","53","County 43-53"
"43","55","County 43-55"
"43","57","County 43-57"
"44","0","Unassigned"
"44","1","County 44-1"
"44","3","County 44-3"
"44","5","County 44-5"
"44","7","County 44-7"
"44","9","County 44-9"
"44","11","County 44-11"
"44","13","County 44-13"
"44","15","County 44-15"
"44","17","County 44-17"
"44","19","County 44-19"
"44","21","County 44-21"
"44","23","County 44-23"
"44","25","County 44-25"
"44","27","County 44-27"
"45","0","Unassigned"
"45","1","County 45-1"
"45","3","County 45-3"
"45","5","County 45-5"
"45","7","County 45-7"
"45","9","County 45-9"
"45","11","County 45-11"
"45","13","County 45-13"
"45","15","County 45-15"
"45","17","County 45-17"
"45","19","County 45-19"
"45","21","County 45-21"
"45","23","County 45-23"
"45","25","County 45-25"
"45","27","County 45-27"
"45","29","County 45-29"
"45","31","County 45-31"
"45","33","County 45-33"
"45","35","County 45-35"
"45","37","County 45-37"
"45","39","County 45-39"
"45","41","County 45-41"
"45","43","County 45-43"
"45","45","County 45-45"
"45","47","County 45-47"
"45","49","County 45-49"
"45","51","County 45-51"
"45","53","County 45-53"
"45","57","County 45-57"
"45","59","County 45-59"
"45","61","County 45-61"
"45","63","County 45-63"
"45","65","County 45-65"
"45","67","County 45-67"
"45","69","County 45-69"
"45","71","County 45-71"
"45","73","County 45-73"
"45","75","County 45-75"
"45","77","County 45-77"
"45","79","County 45-79"
"45","81","County 45-81"
"45","83","County 45-83"
"45","85","County 45-85"
"45","87","County 45-87"
"45","89","County 45-89"
"45","91","County 45-91"
"45","93","County 45-93"
"45","95","County 45-95"
"45","97","County 45-97"
"45","99","County 45-99"
"45","101","County 45-101"
"45","103","County 45-103"
"45","105","County 45-105"
"45","107","County 45-107"
"45","109","County 45-109"
"45","110","County 45-110"
"45","111","County 45-111"
"45","113","County 45-113"
"45","115","County 45-115"
"45","117","County 45-117"
"45","119","County 45-119"
"45","121","County 45-121"
"45","123","County 45-123"
"45","125","County 45-125"
"45","127","County 45-127"
"45","129","County 45-129"
"45","131","County 45-131"
"45","133","County 45-133"
"45","135","County 45-135"
"45","137","County 45-137"
"45","139","County 45-139"
"45","141","County 45-141"
"45","143","County 45-143"
"45","145","County 45-145"
"45","147","County 45-147"
"45","149","County 45-149"
"45","151","County 45-151"
"45","153","County 45-153"
"45","155","County 45-155"
"45","157","County 45-157"
"45","159","County 45-159"
"45","161","County 45-161"
"45","163","County 45-163"
"45","165","County 45-165"
"45","167","County 45-167"
"45","169","County 45-169"
"45","171","County 45-171"
"45","173","County 45-173"
"45","175","County 45-175"
"45","177","County 45-177"
"45","179","County 45-179"
"45","181","County 45-181"
"45","183","County 45-183"
"45","185","County 45-185"
"45","187","County 45-187"
"45","191","County 45-191"
"45","193","County 45-193"
"45","195","County 45-195"
"45","197","County 45-197"
"45","199","County 45-199"
"45","201","County 45-201"
"45","331","County 45-331"
"45","351","County 45-351"
"45","399","County 45-399"
"46","0","Unassigned"
"46","1","County 46-1"
"46","3","County 46-3"
"46","5","County 46-5"
"46","7","County 46-7"
"46","9","County 46-9"
"46","11","County 46-11"
"46","13","County 46-13"
"46","15","County 46-15"
"46","17","County 46-17"
"46","19","County 46-19"
"46","21","County 46-21"
"46","23","County 46-23"
"46","25","County 46-25"
"46","27","County 46-27"
"46","29","County 46-29"
"46","31","County 46-31"
"46","33","County 46-33"
"46","35","County 46-35"
"46","37","County 46-37"
"46","39","County 46-39"
"46","41","County 46-41"
"46","43","County 46-43"
"46","45","County 46-45"
"46","47","County 46-47"
"46","49","County 46-49"
"46","51","County 46-51"
"46","53","County 46-53"
"46","55","County 46-55"
"46","57","County 46-57"
"46","59","County 46-59"
"46","61","County 46-61"
"46","63","County 46-63"
"46","65","County 46-65"
"46","67","County 46-67"
"46","69","County 46-69"
"46","71","County 46-71"
"46","73","County 46-73"
"46","75","County 46-75"
"46","77","County 46-77"
"46","209","County 46-209"
"46","227","County 46-227"
"46","231","County 46-231"
"46","249","County 46-249"
"46","269","County 46-269"
"47","0","Unassigned"
"47","1","County 47-1"
"47","3","County 47-3"
"47","5","County 47-5"
"47","7","County 47-7"
"47","9","County 47-9"
"47","11","County 47-11"
"47","13","County 47-13"
"47","15","County 47-15"
"47","17","County 47-17"
"47","19","County 47-19"
"47","21","County 47-21"
"47","23","County 47-23"
"47","25","County 47-25"
"47","27","County 47-27"
"47","29","County 47-29"
"47","31","County 47-31"
"47","33","County 47-33"
"47","35","County 47-35"
"47","37","County 47-37"
"47","39","County 47-39"
"47","41","County 47-41"
"47","43","County 47-43"
"47","45","County 47-45"
"47","47","County 47-47"
"47","49","County 47-49"
"47","51","County 47-51"
"47","53","County 47-53"
"47","55","County 47-55"
"47","57","County 47-57"
"47","59","County 47-59"
"47","61","County 47-61"
"47","63","County 47-63"
"47","65","County 47-65"
"47","67","County 47-67"
"47","69","County 47-69"
"47","71","County 47-71"
"47","73","County 47-73"
"47","75","County 47-75"
"47","77","County 47-77"
"47","79","County 47-79"
"47","81","County 47-81"
"47","83","County 47-83"
"47","85","County 47-85"
"47","87","County 47-87"
"47","89","County 47-89"
"47","91","County 47-91"
"47","93","County 47-93"
"47","95","County 47-95"
"47","97","County 47-97"
"47","99","County 47-99"
"47","101","County 47-101"
"47","103","County 47-103"
"47","105","County 47-105"
"47","107","County 47-107"
"47","109","County 47-109"
"48","0","Unassigned"
"48","1","County 48-1"
"48","3","County 48-3"
"48","5","County 48-5"
"48","7","County 48-7"
"48","9","County 48-9"
"48","11","County 48-11"
"48","13","County 48-13"
"48","15","County 48-15"
"48","17","County 48-17"
"48","19","County 48-19"
"48","21","County 48-21"
"48","23","County 48-23"
"48","25","County 48-25"
"48","27","County 48-27"
"48","29","County 48-29"
"48","31","County 48-31"
"48","33","County 48-33"
"48","35","County 48-35"
"48","37","County 48-37"
"48","39","County 48-39"
"48","41","County 48-41"
"48","43","County 48-43"
"48","45","County 48-45"
"48","47","County 48-47"
"48","49","County 48-49"
"48","51","County 48-51"
"48","53","County 48-53"
"48","55","County 48-55"
"48","57","County 48-57"
"48","59","County 48-59"
"48","61","County 48-61"
"48","63","County 48-63"
"48","65","County 48-65"
"48","67","County 48-67"
"48","69","County 48-69"
"48","71","County 48-71"
"48","73","County 48-73"
"48","75","County 48-75"
"48","77","County 48-77"
"48","78","County 48-78"
"48","79","County 48-79"
"48","81","County 48-81"
"48","83","County 48-83"
"48","85","County 48-85"
"48","87","County 48-87"
"48","89","County 48-89"
"48","91","County 48-91"
"48","93","County 48-93"
"48","95","County 48-95"
"48","97","County 48-97"
"48","99","County 48-99"
"48","101","County 48-101"
"48","103","County 48-103"
"48","105","County 48-105"
"48","107","County 48-107"
"48","109","County 48-109"
"48","111","County 48-111"
"48","113","County 48-113"
"48","115","County 48-115"
"48","117","County 48-117"
"48","119","County 48-119"
"48","121","County 48-121"
"48","123","County 48-123"
"48","125","County 48-125"
"48","127","County 48-127"
"48","129","County 48-129"
"48","131","County 48-131"
"48","133","County 48-133"
"48","135","County 48-135"
"48","137","County 48-137"
"48","139","County 48-139"
"48","141","County 48-141"
"48","548","County 48-548"
"48","570","County 48-570"
"49","0","Unassigned"
"49","1","County 49-1"
"49","3","County 49-3"
"49","5","County 49-5"
"49","7","County 49-7"
"49","9","County 49-9"
"49","11","County 49-11"
"49","13","County 49-13"
"49","15","County 49-15"
"49","17","County 49-17"
"49","19","County 49-19"
"49","21","County 49-21"
"49","23","County 49-23"
"49","25","County 49-25"
"49","27","County 49-27"
"49","29","County 49-29"
"49","31","County 49-31"
"49","33","County 49-33"
"49","35","County 49-35"
"49","37","County 49-37"
"49","39","County 49-39"
"49","41","County 49-41"
"49","43","County 49-43"
"49","45","County 49-45"
"49","47","County 49-47"
"50","0","Unassigned"
"50","1","County 50-1"
"50","3","County 50-3"
"50","4","County 50-4"
"50","5","County 50-5"
"50","7","County 50-7"
"50","9","County 50-9"
"50","11","County 50-11"
"50","13","County 50-13"
"50","15","County 50-15"
"50","17","County 50-17"
"50","19","County 50-19"
"50","21","County 50-21"
"50","23","County 50-23"
"50","25","County 50-25"
"50","27","County 50-27"
"50","29","County 50-29"
"50","31","County 50-31"
"50","33","County 50-33"
"50","35","County 50-35"
"50","37","County 50-37"
"50","39","County 50-39"
"50","41","County 50-41"
"50","43","County 50-43"
"50","45","County 50-45"
"50","47","County 50-47"
"50","49","County 50-49"
"50","51","County 50-51"
"50","53","County 50-53"
"50","55","County 50-55"
"50","57","County 50-57"
"50","59","County 50-59"
"50","61","County 50-61"
"50","63","County 50-63"
"50","65","County 50-65"
"50","67","County 50-67"
"50","69","County 50-69"
"50","71","County 50-71"
"50","72","County 50-72"
"50","73","County 50-73"
"50","75","County 50-75"
"50","77","County 50-77"
"50","79","County 50-79"
"50","81","County 50-81"
"50","83","County 50-83"
"50","85","County 50-85"
"50","87","County 50-87"
"50","89","County 50-89"
"50","91","County 50-91"
"50","93","County 50-93"
"50","95","County 50-95"
"50","97","County 50-97"
"50","99","County 50-99"
"50","101","County 50-101"
"50","103","County 50-103"
"50","105","County 50-105"
"50","107","County 50-107"
"50","109","County 50-109"
"50","111","County 50-111"
"50","113","County 50-113"
"50","115","County 50-115"
"50","117","County 50-117"
"50","119","County 50-119"
"50","121","County 50-121"
"50","123","County 50-123"
"50","125","County 50-125"
"50","127","County 50-127"
"50","129","County 50-129"
"50","131","County 50-131"
"50","133","County 50-133"
"50","135","County 50-135"
"50","137","County 50-137"
"50","139","County 50-139"
"50","141","County 50-141"
"50","143","County 50-143"
"50","145","County 50-145"
"50","147","County 50-147"
"50","149","County 50-149"
"50","151","County 50-151"
"50","153","County 50-153"
"50","155","County 50-155"
"50","157","County 50-157"
"50","159","County 50-159"
"50","161","County 50-161"
"50","163","County 50-163"
"50","165","County 50-165"
"50","167","County 50-167"
"50","169","County 50-169"
"50","171","County 50-171"
"50","173","County 50-173"
"50","175","County 50-175"
"50","177","County 50-177"
"50","179","County 50-179"
"50","181","County 50-181"
"50","183","County 50-183"
"50","185","County 50-185"
"50","187","County 50-187"
"50","189","County 50-189"
"50","191","County 50-191"
"50","193","County 50-193"
"50","195","County 50-195"
"50","197","County 50-197"
"50","199","County 50-199"
"50","201","County 50-201"
"50","203","County 50-203"
"50","205","County 50-205"
"50","207","County 50-207"
"50","209","County 50-209"
"50","211","County 50-211"
"50","213","County 50-213"
"50","215","County 50-215"
"50","217","County 50-217"
